County,Facility Name,Facility Address,City,Is the pool indoor or outdoor,Pool Size_sf,Pool Volume_gal
WARREN,Paul Elmer Fitzgerald (Junior),"211 East Sixth St., 45005",Franklin,OUTDOOR,572,13963
DELAWARE,Holiday Inn Express,"7301 State Route 37 E, 43074",Sunbury,INDOOR,465,13960
CUYAHOGA,Best Western Inn & Suites Pool,"16501 Snow Rd, 44142",Brook Park,INDOOR,465,13950
WOOD,Holiday Inn Express,"2150 E. Wooster, 43402",Bowling Green,INDOOR,465,13950
ALLIANCE CITY,Holiday Inn Express,"2341 W. State, 44601",Alliance,INDOOR,300,13940
LUCAS,Toledo Homewood Suites,1410 Arrowhead,Maumee,INDOOR,520,13880
CINCINNATI CITY,Mt. Lookout Swim Club,"3605 Totten Ave, 45226",Cincinnati,OUTDOOR,1230,13781
FRANKLIN,Holiday Inn Express Pool,"5500 Tuttle Crossing Blvd, 43016",Dublin,INDOOR,459,13770
ERIE,Comfort Inn- Rivers Edge,"132 North Main St., 44839",Huron,INDOOR,600,13750
ERIE,Rivers Edge Inn,132 North Main St.,Huron,INDOOR,600,13750
HOCKING,Happy Hills Campground & Cabins,"22245 ST RT 278, 45764",Nelsonville,OUTDOOR,320,13750
CINCINNATI CITY,Desales III Apartments,"3001 Woodburn Ave, 45206",Cincinnati,OUTDOOR,2198,13740
ERIE,Budget Host Pool,"2027 Cleveland Rd, 44870",Sandusky,OUTDOOR,492,13728
HURON,Econolodge,"342 Milan Ave, 44857",Norwalk,OUTDOOR,480,13728
NILES CITY,Hampton Inn - Niles Pool,5555 Youngstown Warren Rd,Niles,INDOOR,448,13700
CINCINNATI CITY,Holiday Inn & Hotel - Cincinnati,"701 Broadway Street, 45202",Cincinnati,INDOOR,455,13650
COLUMBUS CITY,Peyton Park,"2581 Walcutt Road, 43026",Columbus,OUTDOOR,475,13600
MIAMI,Holiday Inn Epxress Troy Main,"60 Troy Town Dr, 45373",Troy,INDOOR,490,13600
COLUMBUS CITY,Holiday Inn Express Columbus Easton,"4899 Sunbury Rd, 43230",Columbus,INDOOR,453,13560
HAMILTON,Holiday Inn Express,"4660 Creek Rd, 45242",Cincinnati,INDOOR,452,13560
COLUMBUS CITY,Staybridge Suites Columbus Polaris,"9090 Lyra Drive, 43240",Columbus,INDOOR,480,13540
STARK,Staybridge Suites,"3879 Everhard RD NW, 44709",Canton,INDOOR,480,13540
FRANKLIN,Holiday Inn Express Hotel & Suites,"2806 Taylor Rd, 43068",Reynoldsburg,INDOOR,402,13530
DELAWARE,Quality Inn & Suites,"1251 Columbus Pike, 43015",Delaware,INDOOR,455,13524
ASHTABULA CITY,Jack's Marine,"2000 Great Lakes Ave, 44004",Ashtabula,OUTDOOR,530,13500
ATHENS,High Pointe Village Pool,"1400 Altamonte Dr, 45701",Athens,OUTDOOR,428,13500
CINCINNATI CITY,Holiday Inn Express & Suites,"5311 Hetzel Street, 45227",Cincinnati,INDOOR,1240,13500
CINCINNATI CITY,Oxford & Plymouth LLC,"2104 Oxford Ave, 45230",Cincinnati,OUTDOOR,512,13500
CINCINNATI CITY,4th & Plum Apts.,"231 W. 4th St., 45202",Cincinnati City,OUTDOOR,450,13500
COLUMBUS CITY,Columbus Airport Marriott,1375 N. Cassady Ave,Columbus,INDOOR,45000,13500
COLUMBUS CITY,Columbus Airport Marriott,1375 N Cassidy Ave.,Columbus,INDOOR,450,13500
COLUMBUS CITY,Four Points,"3030 Plaza Properties Blvd, 43219",Columbus,INDOOR,450,13500
COLUMBUS CITY,Arena Crossing,"425 N. Front St., 43215",Columbus,OUTDOOR,450,13500
COLUMBUS CITY,Sawmill Village,"6900 Sawmill Village Dr., 43235",Columbus,INDOOR,420,13500
CUYAHOGA,Waverly House,"14567 Madison Ave, 44107",Lakewood,OUTDOOR,450,13500
DEFIANCE,Holiday Inn Express Pool,"1148 Hotel Dr, 43512",Defiance,INDOOR,420,13500
ERIE,Motel 6,"11406 US 250 North, 44846",Milan,OUTDOOR,450,13500
FAIRFIELD,Holiday Inn Express Hotel & Suites,"1861 Riverway Dr., 43130",Lancaster,INDOOR,450,13500
LAKE,Broadmoor School (I),"8090 Broadmoor Rd, 44060",Mentor,INDOOR,800,13500
MADISON,Holiday Inn Express London,"100 Holiday Trail NE, 43140",London,INDOOR,450,13500
MIAMI,Holiday Inn Express,"1100 W. Main St., 45371",Tipp City,INDOOR,479,13500
WOOD,Baymont Inn and Suites,"27441 Helen Dr, 43551",Perrysburg,INDOOR,442,13500
WOOD,Quality Inn,"27441 Helen Dr, 43551",Perrysburg,INDOOR,442,13500
LAKE,Lockwood Ridge,"7190 Excalibur Drive, 44077",Concord,OUTDOOR,1798,13485
WAYNE,Rittman City Special Use Pool,"200 Saurer St., 44270",Rittman,INDOOR,810,13480
CUYAHOGA,Towne Place Suites by Marriott,"7325 Engle Rd, 44130",Middleburg Hts,OUTDOOR,446,13460
CUYAHOGA,Towne Place Suites Cleveland Airport,"7325  Engle Rd, 44130",Middleburg Hts.,OUTDOOR,446,13460
CUYAHOGA,Towne Place Suites Marriott,"25052 Sperry Dr, 44145",Westlake,OUTDOOR,446,13460
MAHONING,Holiday Inn Express,5555 Cerni Pl,Youngstown,INDOOR,469,13444
MAHONING,Holiday Inn Express,5555 Cerni Place,Youngstown,INDOOR,469,13444
COLUMBUS CITY,Waters Edge Apts.,"2500 Waters Edge Blvd, 43209",Columbus,OUTDOOR,1100,13440
LUCAS,Courtyard by Marriott,"1435 East Mall Dr., 43528",Holland,INDOOR,448,13440
SCIOTO,Redroof Inn,8340 Ohio River Rd,Wheelersburg,OUTDOOR,648,13440
LAKE,Grand River Yacht Club,"301 River Rd, 44045",Grand River,OUTDOOR,512,13404
GUERNSEY,Georgetown Lodging (Hampton Inn),"8775 Georgetown Rd, 43725",Cambridge,INDOOR,464,13400
LORAIN,Country Inn Suites,"645 Griswold Rd, 44035",Elyria,INDOOR,448,13400
MEDINA,Motel 6 Pool,"3122 Eastpointe Dr, 44256",Medina,INDOOR,445,13300
ERIE,Howard Johnson Express Inn,"1932 Cleveland Rd, 44870",Sandusky,OUTDOOR,442,13260
FAIRFIELD,Millersport Swimming Pool,2645 Chautauqua Bl,Millersport,OUTDOOR,400,13250
FRANKLIN,Hilton Garden Inn Dublin Indoor,"500 N. Metro Pl, 43017",Dublin,INDOOR,438,13200
LUCAS,Toledo Fairfield Inn,"521 W. Dussel Dr, 43537",Maumee,INDOOR,384,13180
GREENE,Ramada - Xenia,300 Xenia Town Square,Xenia,OUTDOOR,540,13150
HOCKING,Holiday Inn Express Pool,"12916 Grey St., 43138",Logan,INDOOR,462,13100
WARREN,LA Quinta Inn & Suites - Pool #1028,"9918 Escort Dr, 45040",Mason,INDOOR,498,13096
CINCINNATI CITY,Delta Flats,"427 Delta Ave, 45226",Cincinnati,OUTDOOR,435,13050
HAMILTON,Towne Place Suites Blue Ash,"4650 Cornell Rd, 45241",Cincinnati,OUTDOOR,450,13050
CINCINNATI CITY,Springhill Suites Cincinnati Midtown,"610 Eden Park Dr.,45202",Cincinnati City,INDOOR,448,13000
CLEVELAND CITY,Renaissance,"24 Public Square, 44113",Cleveland,INDOOR,688,13000
COLUMBUS CITY,Sheraton Suites Hotel,"201 Hutchinson Ave, 43235",Columbus,INDOOR,1290,13000
COLUMBUS CITY,Four Points by Sheraton Cols- Polaris,"8505 Pulsar Pl, 43240",Columbus,OUTDOOR,1120,13000
COLUMBUS CITY,Wingate Inn,8505 Pulsar Pl,Columbus,OUTDOOR,1120,13000
COLUMBUS CITY,The Welsh,"315 E. Long Street, 43215",Columbus,OUTDOOR,600,13000
COLUMBUS CITY,Comfort Suites,"1690 Clara St., 43211",Columbus,INDOOR,434,13000
HANCOCK,Camp Berry pool,"11716 County Rd 40, 45840",Findlay,OUTDOOR,2813,13000
MONTGOMERY,Fairfield Inn Dayton,"8035 Washington Village, 45458",Dayton,INDOOR,486,13000
MONTGOMERY,Fairfield Inn Dayton,"8035 Washington Village, 45458",Dayton,INDOOR,486,13000
SENECA,Hampton Inn,"2492 St. Rt. 231, 44883",Tiffin,INDOOR,519,13000
SHELBY,Holiday Inn Express,"450 Folkerth Ave, 45365",Sidney,INDOOR,450,13000
MARION,Country Inn & Suites,"2091 Marion-Mt.Gilead Rd, 43302",Marion,INDOOR,490,12995
CUYAHOGA,Extended Stay America,"25801 Country Club Blvd, 44070",N. Olmsted,OUTDOOR,402,12985
HENRY,Napoleon Inn & Suites,"1290 Independence Dr, 43545",Napoleon,INDOOR,420,12985
BUTLER,Gristmill at Walden Ponds Condo,2837 Ashton Circle,Hamilton,OUTDOOR,4032,12960
CLERMONT,Holiday Inn Express,"  Bank Rd, 45150",Milford,INDOOR,432,12960
LAKE,Courtyard By Marriott Pool (I),"35103 Maplegrove Rd, 44094",Willoughby,INDOOR,435,12937
FRANKLIN,Quality Inn & Suites,4850 Frusta Dr,Obetz,INDOOR,430,12900
FRANKLIN,Sleep Inn and Suites Indoor Pool,4850 Frusta Dr.,Obetz,INDOOR,430,12900
MAHONING,Twin Oaks,6826 Twin Oaks Ct.,Canfield,OUTDOOR,442,12900
COLUMBUS CITY,Comfort Suites,"5547 Keim Dr., 43228",Columbus,INDOOR,490,12864
GALLIA,Hampton Inn -Pool,444 State Route 7,Gallipolis,INDOOR,428,12840
GREENE,Beavercreek Residence Inn - Pool,2779 Fairfield Commons,Beavercreek,INDOOR,490,12826
COLUMBUS CITY,Courtyard Columbus Downtown,"35 W. Spring St., 43215",Columbus,OUTDOOR,1050,12800
COLUMBUS CITY,Jackson on High,"1145 N. High St., 43201",Columbus,OUTDOOR,410,12800
MONTGOMERY,Melody Pool Wading,"7331 Pleasant Plain Rd, 45315",Clayton,OUTDOOR,100,12800
MONTGOMERY,Melody Pool Wading,7331 Pleasant Plain Rd,Clayton,OUTDOOR,100,12800
BELMONT,Fairfield Inn & Suite of St. Clairsville,67731 Mall Rd,St. Clairsville,INDOOR,490,12796
CLERMONT,Fairfield Inn & Suites,"4521 Eastgate Blvd, 45245",Cincinnati,INDOOR,490,12795
FRANKLIN,Homewood Suites Indoor Pool,"5300 Parkcenter Dr., 43017",Dublin,INDOOR,490,12795
TRUMBULL,Fairfield Inn Main Pool,1860 Niles Cortland Rd,Warren,INDOOR,490,12795
TRUMBULL,Fairfield Inn Main Pool,1860 Niles Cortland Rd,Warren,INDOOR,490,12795
LORAIN,Cambria Suites,"35600 Detroit Road, 44011",Avon,INDOOR,426,12780
GREENE,Arlington Village Flats,"251 Dayton - Y.S. Rd, 45324",Fairborn,OUTDOOR,4230,12690
FRANKLIN,Fairfield Inn & Suites Col East,"2826 Taylor Rd, 43068",Reynoldsburg,INDOOR,433,12640
CINCINNATI CITY,Sutton House LLC,"2045 Sutton Ave, 45230",Cincinnati,OUTDOOR,525,12600
WARREN,Holiday Inn Express - Franklin,"851 Commerce Center Dr., 45005",Franklin,INDOOR,730,12600
FRANKLIN,Devon Wading Pool,"2070 S. Mallway Dr., 43221",Columbus,OUTDOOR,960,12566
WARREN,Towne Place Suites,"9369 Waterstone Blvd, 45249",Cincinnati,OUTDOOR,450,12544
WARREN,Towne Place Suites,"9369 Waterstone BLvd, 45249",Cincinnati,OUTDOOR,450,12544
CINCINNATI CITY,City Club Apartments,"309 Vine Street, 45202",Cincinnati,INDOOR,528,12540
GREENE,Studio Plus- Fairborn #34,3131 Presidential Dr,Fairborn,OUTDOOR,416,12530
COLUMBUS CITY,Hampton Inn & Suites,"3160 Olentangy River Road, 43202",Columbus,INDOOR,450,12521
AUGLAIZE,Holiday Inn Express & Suites,1510 Saturn Drive,Wapakoneta,INDOOR,392,12500
AUGLAIZE,Comfort Inn,1510 Staurn Dr,Wapakoneta,OUTDOOR,392,12500
CLARK,Country Inn & Suites,"1751 W. First St, 45504",Springfield,INDOOR,784,12500
CLEVELAND CITY,Cleveland Clinic Childrens,2801 Martin Luther King Jr. De.,Cleveland,INDOOR,416,12500
LORAIN,Red Roof Inn,"621 Midway Mall Blvd, 44035",Elyria,INDOOR,420,12500
MAHONING,Nora's Glen,170 Sandy Court,New Middletown,INDOOR,424,12500
MUSKINGUM,Harrison Twp Trustees Main,"5230 Duncan Run Rd, 43771",Philo,OUTDOOR,2450,12500
TRUMBULL,Holiday Inn Express Main Pool,135 Highland Terrace,Warren,INDOOR,460,12500
TRUMBULL,Holiday Inn Express Main Pool,135 Highland Terrace,Warren,INDOOR,460,12500
CLERMONT,Camp Craig,"581 Ibold Rd 45140, 45140",Loveland,OUTDOOR,3850,12480
COLUMBUS CITY,Uncommon Columbus,"1396 N. High Street, 43201",Columbus,OUTDOOR,473,12480
COLUMBUS CITY,Extended Stay American #7,"2200 Lake Club Dr., 43232",Columbus,OUTDOOR,416,12480
COLUMBUS CITY,Staybridge Suites,"3121 Olentangy River Rd, 43202",Columbus,INDOOR,596,12414
CINCINNATI CITY,Hilton Garden Inn,"2145 Dana Ave, 45207",Cincinnati,INDOOR,1422,12400
COLUMBUS CITY,Hampton Inn & Suites Columbus - Scioto Downs,"5950 S. High Street, 43137",Columbus,INDOOR,473,12300
CUYAHOGA,Hampton Inn & Suites Pool,"7074 Engle Rd, 44130",Middleburg Hts,INDOOR,525,12285
DEFIANCE,Kingsbury Wading Pool,"100 Auglaize St., 43512",Defiance,OUTDOOR,1507,12274
LICKING,Holiday Inn Express,"773 Hebron Rd, 43056",Heath,INDOOR,402,12252
BUTLER,Hilton Garden Inn,9306 Schulze Drive,West Chester,INDOOR,385,12200
COLUMBUS CITY,Home 2 Suites,"6315 E. Broad Street, 43213",Columbus,INDOOR,405,12200
HAMILTON,Comfort Inn,391 Comfort Dr.,Harrison,INDOOR,400,12200
VAN WERT,Holiday Inn Express Pool,"140 Valam Dr., 45891",Van Wert,INDOOR,432,12200
CINCINNATI CITY,One Lytle Place,"621 E. Mehring Way, 45202",Cincinnati,INDOOR,406,12180
BELMONT,Sleep Inn & Suites,"41371 Reco Road, 43718",Belmont,INDOOR,424,12096
DELAWARE,America's Best Value Inn & Suites,7323 US Hwy 36 E,Sunbury,INDOOR,393,12065
BROWN,Waynoke Property Owners Assoc. (Indoor),"1 Wayoka Dr., 45171",Sardinia,INDOOR,360,12000
CINCINNATI CITY,Winton Hills Pool (Wading),"5170 Winneste Ave, 45232",Cincinnati,OUTDOOR,1100,12000
CINCINNATI CITY,Winton Hills Pool (Wading),5170 Winneste AV,Cincinnati,OUTDOOR,1100,12000
CINCINNATI CITY,Adonis The Nightclub Pool,4601 Kellogg Ave,Cincinnati,OUTDOOR,1000,12000
CINCINNATI CITY,Club Cameo,"4601 Kellog Ave, 45226",Columbus,OUTDOOR,1000,12000
COLUMBIANA,Town & Country Apts,"813 Lang St., 43920",East Liverpool,OUTDOOR,350,12000
COLUMBUS CITY,College Park Apts.,"1708 Creeksedge Dr., 43209",Columbus,OUTDOOR,1300,12000
COLUMBUS CITY,Sunbury Ridge,"3018 Sunbury Ridge Dr., 43219",Columbus,OUTDOOR,1250,12000
COLUMBUS CITY,Columbus Swim Club,"1160 Hunter Ave, 43201",Columbus,INDOOR,1152,12000
COLUMBUS CITY,Towne Place Suites,"7272 Huntington Park Dr., 43235",Columbus,OUTDOOR,750,12000
COLUMBUS CITY,La Quinta Inn & Suites,"5510 Trabue Rd, 43228",Columbus,INDOOR,380,12000
CUYAHOGA,Euclid H/S East Pool #1,"711 E. 222 St., 44123",Euclid,INDOOR,3375,12000
FRANKLIN,Courtyard by marriott Indoor,"5175 Post Rd, 43017",Dublin,INDOOR,448,12000
GREENE,La Quinta Inn & Suites,2540 University Blvd,Fairborn,INDOOR,420,12000
HIGHLAND,Days Inn,"103 Harry Sauner Rd, 45133",Hillsboro,OUTDOOR,416,12000
MAHONING,Marriott Courtyard,4173 Westford Place,Canfield,INDOOR,350,12000
NILES CITY,Eastwood Arms Apts,"1 Arms Blvd #3, 44446",Niles,OUTDOOR,700,12000
PORTAGE,Motel 6,"9371 St. Rt. 14, 44241",Streetsboro,INDOOR,480,12000
SALEM CITY,Salem Community Center,"1098 N. Ellsworth Ave, 44460",Salem,INDOOR,660,12000
SALEM CITY,Holiday Inn Express,"240 N. Cunningham Rd, 44460",Salem,INDOOR,450,12000
TRUMBULL,Best Western Pool,6828 Commerce Dr,Hubbard,INDOOR,410,12000
TRUMBULL,Best Western Pool,"6828 Commerce Dr., 44425",Hubbard,INDOOR,410,12000
WOOD,Country Inn & Suites Pool,"9790 Clark Dr., 43460",Rossford,INDOOR,440,12000
CLEVELAND CITY,Estabrook -Pool,"4125 Fulton Ct., 44144",Cleveland,INDOOR,3150,11993
CINCINNATI CITY,Encore Urban Living,"716 Sycamore Street, 45202",Cincinnati,OUTDOOR,558,11944
COLUMBUS CITY,Times Square,"4130 Times Square Blvd., 43016",Dublin,OUTDOOR,1200,11875
WARREN,Homewood Suites Pool,"5325 Natorp Blvd, 45040",Mason,INDOOR,400,11860
HAMILTON,Blue Ash Hampton Inn/Pool,"4640 Creek Rd, 45242",Cincinnati,INDOOR,486,11846
LORAIN,Days Inn & Suites,"1825 Lorain Blvd, 44035",Elyria,INDOOR,420,11800
MAHONING,Best Western Plus,"7400 Tiffany South, 44514",Boardman,INDOOR,392,11800
HAMILTON CITY,Courtyard by Marriott Hamilton,"1 Riverfront Plaza, 45011",Hamilton,INDOOR,384,11760
COLUMBUS CITY,The Deco,"3450 Indianola Ave, 43214",Columbus,OUTDOOR,416,11700
COLUMBUS CITY,Benchmark,"1240 Benchmark Park Dr., 43220",Columbus,OUTDOOR,392,11700
LUCAS,Studio Plus #41,542 W. Dussel Dr,Maumee,INDOOR,394,11700
BUTLER,Comfort Inn & Suites,5944 West Chester Rd,West Chester,INDOOR,1634,11520
COLUMBUS CITY,Holiday Inn Express,"3045 Olentangy River Rd, 43202",Columbus,INDOOR,1423,11520
HAMILTON,Extended Stay America #9688,"4630 Creek Rd, 45242",Blue Ash,OUTDOOR,384,11520
HAMILTON,Homestead Studio Suites Hotel #9688,4630 Creek Rd,Cincinnati,OUTDOOR,384,11520
MERCER,Best Western Celina,"2020 Holiday Dr., 45822",Celina,INDOOR,392,11520
STARK,North Canton YMCA,"200 S. Main St 44720, 44720",Canton,INDOOR,560,11519
CUYAHOGA,Radisson Hotel Cleve Airport - Pool,"25070 Country Club, 44070",N. Olmsted,INDOOR,360,11500
FRANKLIN,Hilton Garden Inn Grove City,"3928 Jackpot  Rd, 43123",Grove City,INDOOR,344,11500
SANDUSKY,Holiday Inn Express & Suites,"1501 Hospitality Court, 43420",Fremont,INDOOR,474,11500
SENECA,Best Western Fostoria Inn & Suites,"1690 N. Countyline St., 44830",Fostoria,INDOOR,400,11500
WARREN,Best Western Mason Inn - Pool,"9665 Mason Montgomery Rd, 45040",Mason,INDOOR,386,11500
ERIE,Knights Inn- Pool,"2405 Cleveland Rd, 44870",Sandusky,OUTDOOR,384,11460
CINCINNATI CITY,Shashi' s House,"2064 Oxford Ave, 45230",Cincinnati,OUTDOOR,476,11398
GREENE,Fairborn Hampton Inn - Pool,2550 Paramount Place,Fairborn,INDOOR,384,11380
GREENE,Fairborn Hampton Inn Pool,2550 Paramount Place,Fairborn,INDOOR,384,11380
GREENE,Fairborn Hampton Inn- Pool,2550 Paramount Place,Fairborn,INDOOR,384,11380
HANCOCK,Findlay Fairfield Inn,"2000 Tiffin Ave, 45840",Findlay,INDOOR,384,11380
HANCOCK,Findlay Hampton Inn,"921 Interstate Dr, 45840",Findlay,INDOOR,384,11380
LUCAS,Toledo Country Inn and Suites,"541 West Dussel Dr, 43537",Maumee,INDOOR,384,11380
MAHONING,Youngstown Fairfield Inn,"7397 Tiffany South, 44512",Poland,INDOOR,384,11380
MAHONING,Youngstown Hampton Inn,"7395 Tiffany South, 44514",Poland,INDOOR,384,11380
MAHONING,Youngstown Residence Inn,"7396 Tiffany South, 44514",Poland,INDOOR,384,11380
MARION,Quality Inn Marion,"227 Jamesway, 43302",Marion,INDOOR,384,11380
MIDDLETOWN CITY,Middletown Fairfield Inn Pool,"6750 Roosevelt Pkwy, 45044",Middletown,INDOOR,384,11380
MIDDLETOWN CITY,Middletown Holiday Inn Express,"6575 Terhune Dr, 45044",Middletown,INDOOR,384,11380
MONTGOMERY,Dayton Comfort Inn Pool,"7125 Miller Lane, 45414",Dayton,INDOOR,384,11380
MUSKINGUM,Fairfield Inn Pool,"725 Zane St., 43701",Zanesville,INDOOR,384,11380
RICHLAND,Hampton Inn,"1051 N. Lex-Springmill Rd, 44906",Mansfield,INDOOR,384,11380
RICHLAND,Ontario Fairfield Inn/Pool,"1065 N. Lex-Springmill Rd, 44906",Mansfield,INDOOR,384,11380
MIAMI,La Quinta Inn & Suites (Main),"19 Weller Dr., 45371",Tipp City,INDOOR,312,11360
LAWRENCE,Comfort Suites,"2940 Co. Rd. 144, 45680", SouthPoint,INDOOR,378,11320
COLUMBUS CITY,Hilton Garden Inn,"4265 Sawyer Rd, 43219",Columbus,INDOOR,365,11300
LAKE,Sahara Mobile Home Park,"5300 North Ridge Rd, 44057",Madison,OUTDOOR,628,11264
Allen,Country Inn & Suites,"804 S. Leonard Ave, 45804",Lima,INDOOR,400,11250
COLUMBUS CITY,Motel 6 #0495,5910 Scarborough Blvd,Columbus,OUTDOOR,37500,11250
COLUMBUS CITY,Motel 6 #495,"5910 Scarborough Blvd., 43232",Columbus,OUTDOOR,375,11250
CUYAHOGA,Strongsville Montessori,"16000 Foltz Industrial, 44136",Strongsville,OUTDOOR,600,11220
MARION,Best Western Plus Univ. Inn,"2117 Marion Mt. Gilead Rd, 43302",Marion,INDOOR,392,11200
WYANDOT,Quality Inn,"105 Comfort Dr, 43351",Upper Sandusky,INDOOR,336,11200
GREENE,Hilton Garden Inn - Pool,3520 Penagon Blvd,Beavercreek,INDOOR,351,11188
TRUMBULL,Holiday Inn Newton,"4185 St. Rt. 5, 44444",Newton Falls,INDOOR,332,11170
BUTLER,Hy Crest Swim Club,8370 Grinn Dr.,West Chester,OUTDOOR,377,11000
CLARK,Springfield Fairfield Inn,"1870 W. First St., 45504",Springfield,INDOOR,384,11000
MARION,Marion Comfort Inn,"256 Jamesway,43302",Marion,INDOOR,368,11000
MASSILLON CITY,Oak Knoll Park Wading Pool,"618 Sixth Stree SW, 44647",Massillon City,OUTDOOR,1900,11000
PIQUA CITY,Baymont Inn & Suites,"950 E. Ash St., 45356",Piqua,INDOOR,448,11000
COLUMBUS CITY,Marriott Columbus University Area,"3100 Olentangy River Road, 43202",Columbus,INDOOR,398,10988
COLUMBUS CITY,Northland Swim Club Inc.,"5006 Almont Dr, 43229",Columbus,OUTDOOR,954,10900
CLEVELAND CITY,Hilton Garden Inn - Pool,4900 Emerald,Cleveland,INDOOR,364,10860
WARREN,Countryside Community Assn,"120 Village Park Dr., 45036",Lebanon,OUTDOOR,675,10813
COLUMBUS CITY,Hickory Creek,"1820 Hickory Creek Ln, 43229",Columbus,INDOOR,360,10800
BUTLER,Wingate By Wyndham,7500 Tylers Place Blvd,West Chester,INDOOR,352,10766
WARREN,Comfort Suites Kings Island,"5457 Kings Center Rd, 45040",Mason,INDOOR,409,10737
COLUMBUS CITY,Fairfield Inn & Suites,"4300 E International Gwy, 43219",Columbus,INDOOR,390,10725
LAKE,Skylight Inn & Suites (I),"34600 Maplegrove Rd, 44094",Willoughby,INDOOR,356,10695
HANCOCK,Country Inn & Suites,"903 Interstate Dr., 45840",Findlay,INDOOR,356,10680
COLUMBUS CITY,Hilton Garden Columbus,"8535 Lyra Dr, 43240",Columbus,INDOOR,223,10620
WAYNE,Comfort Suites,"965 Dover Road, 44691",Wooster,INDOOR,356,10600
CLERMONT,Hilton Garden,"6288 Tri Ridge Rd, 45140",Loveland,INDOOR,343,10583
WARREN,Hilton Garden Inn Pool,"5200 Natorp Blvd, 45040",Mason,INDOOR,352,10560
LAKE,Eleanor B. Garfield Park (W),"7967 Mentor Ave, 44060",Mentor,OUTDOOR,620,10546
CINCINNATI CITY,Fairfield Inn & Suites,"2500 South Market St, 45219",Cincinnati,INDOOR,1062,10505
CUYAHOGA,Hilton Garden Inn Pool,"700 Beta Dr., 44143",Mayfield Village,INDOOR,350,10500
MAHONING,Holiday Inn Express,10111 Market St.,North Lima,INDOOR,336,10500
MUSKINGUM,Dresden Swim Center,"1330 So. Main St., 43821",Dresden,OUTDOOR,1400,10472
FRANKLIN,BPP Pool,"875 Burr Ave, 43212",Grandview Heights,OUTDOOR,399,10445
MONTGOMERY,Comfort Inn Englewood,"9305 N. Main St., 45415",Englewood,INDOOR,327,10409
FRANKLIN,Springhill Suites by Marriott,665 Taylor Rd 43230,Gahanna,INDOOR,323,10400
FRANKLIN,Springhill Suites By Marriott Indoor,"665 Taylor Road, 43230",Gahanna,INDOOR,323,10400
LUCAS,Fairfield Inn & Suites,"5865 Benore Rd, 43612",Toledo,INDOOR,315,10300
CINCINNATI CITY,Williamsburg of Cincinnati,"200 W. Galbraith Rd, 45215",Cincinnati City,OUTDOOR,392,10277
COLUMBUS CITY,Hilton Garden Inn - Pool,"3232 Olentangy River Rd, 43202",Columbus,INDOOR,342,10260
STARK,Canton Residence Inn,5280 Broadmoor Circle NW 44709,Canton,INDOOR,384,10203
COLUMBUS CITY,Fairfield Inn & Suites,"9000 Worthington Rd, 43082",Columbus,INDOOR,343,10200
STARK,Canton Fairfield Inn & Suites,"5285 Broadmoor Circle NW, 44709",Canton,INDOOR,384,10200
HANCOCK,Eastowne Estates,"1480 Shore Rd, 45840",Findlay,OUTDOOR,450,10125
LORAIN,Mills Creek Pool - North,"5175 Mills Creek Ln, 44039",Ridgeville,OUTDOOR,900,10098
LORAIN,Mills Creek Pool - South,"5601 Mills Creek Ln, 44039",Ridgeville,OUTDOOR,900,10098
COLUMBUS CITY,Courtyard by Marriott,"2901 Airport Dr., 43219",Columbus,INDOOR,335,10050
Allen,Courtyard by Marriott,"936 Greely Chapel, 45804",Lima,INDOOR,375,10000
BELMONT,Days Inn,"52601 Holiday Dr., 43950",St. Clairsville,INDOOR,1250,10000
BUTLER,Comfort Inn - Monroe,"120 Senate Dr., 45050",Monroe,INDOOR,384,10000
CINCINNATI CITY,Hillside Apartments,"1777 Sycamore St.,45202",Cincinnati,OUTDOOR,334,10000
CLEVELAND CITY,Sunbeam School,11731 Mount Overlook Avenue,Cleveland,INDOOR,300,10000
COLUMBUS CITY,Hyatt Regency,"350 N. High St., 43215",Columbus,INDOOR,470,10000
CUYAHOGA,Longbrooke Homeowners  - Wading,"501 Wyleswood Dr., 44017",Berea,OUTDOOR,840,10000
DELAWARE,Treehaven Campgrounds Inc,"4855 Miller Paul Rd, 43082",Westerville,OUTDOOR,384,10000
GREENE,Sycamore Creek II Pool,2369 Fieldstone Circle,Fairborn,OUTDOOR,600,10000
MIDDLETOWN CITY,Red Roof Inn & Suites,"3510 Commerce Drive, 45005",Franklin,INDOOR,288,10000
MONTGOMERY,Baymont Inn,"8110 Troy Pike, 45424",Huber Heights,INDOOR,459,10000
MONTGOMERY,Baymont Inn,"8110 Troy Pike, 45424",Huber Heights,INDOOR,459,10000
PREBLE,Fairfield Inn,"9797 U.S. Rt. 40, 45347",New Paris,INDOOR,384,10000
RICHLAND,Motel 6 Pool,555 North Trimble Rd,Mansfield,OUTDOOR,605,10000
UNION,Holiday Inn Express (MYVOH),"411 Allenby Dr, 43040",Marysville,INDOOR,578,10000
WARREN,Woods on Wilkens,"9206 Elizabeth Lane, 45040",Mason,OUTDOOR,696,10000
WAYNE,Wooster Hotels of Ohio,"959 Dover Rd, 44691",Wooster,INDOOR,334,10000
CLEVELAND CITY,Holiday Inn,"8650 Euclid, 44106",Cleveland,INDOOR,451,9966
CINCINNATI CITY,Lincoln Pool (Wading),"1027 Linn St., 45203",Cincinnati,OUTDOOR,1300,9906
